log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_title,source_type,source_scope,article_section_page,source_uri,trigger_term,excerpt_<=50w,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method
AT-P2-0001249,2025-04-10T13:06:46Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Definition/Identification,Foundational legal instrument,UN General Assembly resolution establishing UNOPS,Resolution,—,—,—,global,"Scale classification indicating global or near‑global mandate (membership reach, ABNJ remit, or multi‑basin uptake).",Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,431e962303bea8d64993585ca6dfc33d051ecde4,scale_gate,SCL,ACCEPT,0.3879581861171067,regex + TF-IDF cosine (ranking)
AT-P2-0001250,2025-04-10T13:07:46Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Explanation/Elaboration,Foundational legal instrument,UN General Assembly resolution establishing UNOPS,Resolution,—,—,—,global,Global,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,1fc7ef46b9fb4e81777ce5b1009248f3f4a0772f,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking)
AT-P2-0001251,2025-04-10T13:08:46Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Substantiation/References,Foundational legal instrument,UN General Assembly resolution establishing UNOPS,Resolution,—,Not specified (see narrative/citations in cell text),—,global,Global,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: mandate reach documented (Not specified (see narrative/citations in cell text)); supports global-layer case definition.,db9414fca7506f255deb5583373dbc636f696acc,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking)
AT-P2-0001252,2025-04-10T16:54:57Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Other/unclear,Foundational/operational source (named in cell),Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,established,2010.0,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: creation date recorded (Not specified (see narrative/citations in cell text)); retained as YE substantiation.,10f0707db3ab4b2001aa8b27eaadee7877cdeefe,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0001253,2025-04-11T02:48:13Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Substantiation/References,Other/unclear,Foundational/operational source (named in cell),Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,global,Global,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: global mandate support (membership/remit) captured (Not specified (see narrative/citations in cell text)); used for scale gate/descriptor.,2cd4b0d82ce03188e9ad79b3439edab6070ceb76,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking)
AT-P2-0001254,2025-04-11T08:37:34Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Definition/Identification,Other/unclear,Project Locations).,Unspecified (see source_title/source_uri),—,—,—,global,"Spatial jurisdiction: geographic scope where the IGO’s mandate applies (e.g., global oceans, ABNJ/high seas, defined zones).",Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,40d49d9e03197bbaf009eebf03d9f4df1bfb87bf,attributes,SJ,ACCEPT,0.5159752403933976,regex + TF-IDF cosine (ranking)
AT-P2-0001255,2025-04-11T08:38:34Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Explanation/Elaboration,Other/unclear,Project Locations).,Unspecified (see source_title/source_uri),—,—,—,global,"UNOPS's jurisdiction is global, covering all regions and countries where it implements infrastructure and procurement projects for the United Nations System, international financial institutions, governments and other partners (https://www.unops.org/project-locations). UNOPS does not have a specific authority on oceans and maritime zones, but it supports the efforts of its partners to",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,86ab81c06050689a13758cf40dc919e7c872cb03,attributes,SJ,ACCEPT,0.009374982488064707,regex + TF-IDF cosine (ranking)
AT-P2-0001256,2025-04-11T08:39:34Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Substantiation/References,Other/unclear,Project Locations).,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),https://www.unops.org/project-locations).,global,"UNOPS's jurisdiction is global, covering all regions and countries where it implements infrastructure and procurement projects for the United Nations System, international financial institutions, governments and other partners (https://www.unops.org/project-locations). UNOPS does not have a specific authority on oceans and maritime zones, but it supports the efforts of its partners to",Accept,Yes,Checked for construct fit; retained with source pointer.,External portal evidence: jurisdictional geography stated (Not specified (see narrative/citations in cell text)); retained for SJ substantiation.,c42dc9199ed61c4481dfc47210a08d192c852f12,attributes,SJ,ACCEPT,0.009374982488064707,regex + TF-IDF cosine (ranking)
AT-P2-0001257,2025-04-11T12:43:29Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,https://undocs.org/en/A/RES/64/289,mandate,"UN-Women derives its mandate from the UN General Assembly resolution 64/289 (https://undocs.org/en/A/RES/64/289), which established UN-Women as a multi-tiered intergovernmental governance structure. Specifically, Paragraphs 48-56 define the Purpose and General Principles of UN-Women, Paragraphs 57-67 outline the structure of Governance of the Entity, Paragraphs 68-74 define the provisions for Administration and",Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: legal basis clause captured (Section s); coded as SoJ with citation anchor where available.,ba54167b0ba57de3a288c97dfd165f24b23e7f49,attributes,SoJ,ACCEPT,0.006727979880206301,regex + TF-IDF cosine (ranking)
AT-P2-0001258,2025-04-11T17:40:38Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2021/UN-Women-Strategic-Plan-2022-2025-brochure-en.pdf,mandate,"Resources, Paragraphs 75-80 define Financing operations, and 81-89 describe Transitional arrangements and Review of Implementation. Additionally, UN-Women's strategic plan (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2021/UN-Women-Strategic-Plan-2022-2025-brochure-en.pdf), which is approved by the Executive Board, states the vision, goals, and outcomes of UN-Women, and guides its operational activities and resource allocation. UN-Women's jurisdiction is also influenced by the",Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: legal basis clause captured (Section s); coded as SoJ with citation anchor where available.,cd60f02c1ce944d63598b63d8b9c6ea03718f93e,attributes,SoJ,ACCEPT,0.006612199614541272,regex + TF-IDF cosine (ranking)
AT-P2-0001259,2025-04-11T22:37:46Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,https://www.unwomen.org/en/csw,mandate,"by the resolutions and decisions adopted by its governing bodies, such as the Commission on the Status of Women (https://www.unwomen.org/en/csw), the Economic and Social Council (https://www.unwomen.org/en/how-we-work/intergovernmental-support/economic-and-social-council#:~:text=The%20UN%20Economic%20and%20Social,bodies%2C%20particularly%20its%20functional%20commissions.), and the General Assembly (https://www.un.org/womenwatch/ianwge/resolutions/ga_res_by_topic.htm). These resolutions and decisions provide policy guidance and recommendations for UN-Women's work on gender equality and women's empowerment, as",Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: enabling authority identified (Section s); retained as SoJ substantiation (avoid narrative mandate drift).,86cb23bc22182f525297a96623c933c1d2c1a9e6,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0001260,2025-04-12T03:34:54Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,"https://www.unwomen.org/en/how-we-work/intergovernmental-support/economic-and-social-council#:~:text=The%20UN%20Economic%20and%20Social,bodies%2C%20particularly%20its%20functional%20commissions",mandate,"by its governing bodies, such as the Commission on the Status of Women (https://www.unwomen.org/en/csw), the Economic and Social Council (https://www.unwomen.org/en/how-we-work/intergovernmental-support/economic-and-social-council#:~:text=The%20UN%20Economic%20and%20Social,bodies%2C%20particularly%20its%20functional%20commissions.), and the General Assembly (https://www.un.org/womenwatch/ianwge/resolutions/ga_res_by_topic.htm). These resolutions and decisions provide policy guidance and recommendations for UN-Women's work on gender equality and women's empowerment, as well as cooperation and coordination with",Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: jurisdictional source located (Section s); used to populate SoJ with traceable citation.,0d39c5f3847c7645f73d6c37495f9cbaca6d169b,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0001261,2025-04-12T04:08:23Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Definition/Identification,Other/unclear,About).,Unspecified (see source_title/source_uri),—,—,—,functions include,Subject‑matter jurisdiction: functional/issue remit over which the IGO is authorised to act (ocean‑economy relevant domains).,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,b98ac9bcc03d3c592c9764c82187b685aa75fec0,attributes,SMJ,ACCEPT,0.33355693409956827,regex + TF-IDF cosine (ranking)
AT-P2-0001262,2025-04-12T04:09:23Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Explanation/Elaboration,Other/unclear,About).,Unspecified (see source_title/source_uri),—,—,—,functions include,"UNOPS is responsible for providing infrastructure, procurement and project management services for a more sustainable world, in alignment with UN values and principles (https://www.unops.org/about). This includes supporting countries in developing their capacity and resource base for the Sustainable Development Goals; helping people in need through effective specialized expertise grounded in",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,c22ccc8cf999ecd79183b4b1685c1fdcc58d1c04,attributes,SMJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0001263,2025-04-12T04:10:23Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Substantiation/References,Other/unclear,About).,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),https://www.unops.org/about).,functions include,"UNOPS is responsible for providing infrastructure, procurement and project management services for a more sustainable world, in alignment with UN values and principles (https://www.unops.org/about). This includes supporting countries in developing their capacity and resource base for the Sustainable Development Goals; helping people in need through effective specialized expertise grounded in",Accept,Yes,Founding text silent/dated; operational evidence sourced from official portal.,External portal evidence: SMJ coded as issue-domain descriptor (multi-domain) (Not specified (see narrative/citations in cell text)); separated from governance constructs.,1b7250d17818f1700188e93d7133e950fc4d346c,attributes,SMJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0001264,2025-04-12T08:32:02Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,https://www.un.org/womenwatch/ianwge/resolutions/ga_res_by_topic.htm,mandate,"as the Commission on the Status of Women (https://www.unwomen.org/en/csw), the Economic and Social Council (https://www.unwomen.org/en/how-we-work/intergovernmental-support/economic-and-social-council#:~:text=The%20UN%20Economic%20and%20Social,bodies%2C%20particularly%20its%20functional%20commissions.), and the General Assembly (https://www.un.org/womenwatch/ianwge/resolutions/ga_res_by_topic.htm). These resolutions and decisions provide policy guidance and recommendations for UN-Women's work on gender equality and women's empowerment, as well as cooperation and coordination with other UN entities and stakeholders.",Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: enabling authority identified (Section s); retained as SoJ substantiation (avoid narrative mandate drift).,ee6f3fa69d6e2a52518656969327c5af409bc51d,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0001265,2025-04-12T13:29:10Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/CEDAW-for-Youth.pdf,mandate,"various international agreements and frameworks, such as the Convention on the Elimination of All Forms of Discrimination against Women (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/CEDAW-for-Youth.pdf), the Beijing Declaration and Platform for Action (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/CSW/PFA_E_Final_WEB.pdf), and the 2030 Agenda for Sustainable Development (https://www.unwomen.org/en/what-we-do/2030-agenda-for-sustainable-development), which provide further legal frameworks for UN Women's jurisdiction over specific gender issues and",Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: enabling authority identified (Section s); retained as SoJ substantiation (avoid narrative mandate drift).,35e2d0fac4b7a6ac6dbe315f50ff8371ac4f40d4,attributes,SoJ,ACCEPT,0.01517972598070496,regex + TF-IDF cosine (ranking)
AT-P2-0001266,2025-04-12T18:26:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/CSW/PFA_E_Final_WEB.pdf,mandate,"Convention on the Elimination of All Forms of Discrimination against Women (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/CEDAW-for-Youth.pdf), the Beijing Declaration and Platform for Action (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/CSW/PFA_E_Final_WEB.pdf), and the 2030 Agenda for Sustainable Development (https://www.unwomen.org/en/what-we-do/2030-agenda-for-sustainable-development), which provide further legal frameworks for UN Women's jurisdiction over specific gender issues and domains.",Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: enabling authority identified (Section s); retained as SoJ substantiation (avoid narrative mandate drift).,7b468ce3a25291293dae0d8ba0f0e392bf60d854,attributes,SoJ,ACCEPT,0.0154640544908533,regex + TF-IDF cosine (ranking)
AT-P2-0001267,2025-04-12T23:23:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention on the Elimination of All Forms of Discrimination against Women (https://www,Convention,—,Section s,https://www.unwomen.org/en/what-we-do/2030-agenda-for-sustainable-development,mandate,"Discrimination against Women (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/CEDAW-for-Youth.pdf), the Beijing Declaration and Platform for Action (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/CSW/PFA_E_Final_WEB.pdf), and the 2030 Agenda for Sustainable Development (https://www.unwomen.org/en/what-we-do/2030-agenda-for-sustainable-development), which provide further legal frameworks for UN Women's jurisdiction over specific gender issues and domains.",Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: jurisdictional source located (Section s); used to populate SoJ with traceable citation.,03a79a3e8bf1673507e252278c855fbb6c2ba0b7,attributes,SoJ,ACCEPT,0.015816026003816177,regex + TF-IDF cosine (ranking)
AT-P2-0001268,2025-04-12T23:39:11Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Definition/Identification,Foundational legal instrument,resolution 65/176 (https://documents,Resolution,—,—,—,mandate,Source of jurisdiction: formal legal basis enabling authority (treaty/charter article(s) or constitutive resolution reference).,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,f30d52b013f8f650123df20fef9691d77aabd402,attributes,SoJ,ACCEPT,0.1882383021346278,regex + TF-IDF cosine (ranking)
AT-P2-0001269,2025-04-12T23:40:11Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Explanation/Elaboration,Foundational legal instrument,resolution 65/176 (https://documents,Resolution,—,—,—,mandate,"UNOPS derives its mandate from the 2010 General Assembly resolution 65/176 (https://documents.un.org/doc/undoc/gen/n10/523/10/pdf/n1052310.pdf?token=YpwFrn88GVoLxo0p9e&fe=true) and Executive Board Decisions (https://www.unops.org/about/governance/executive-board/executive-board-documents) which reaffirmed the role of UNOPS as a central resource for the United Nations system in procurement and contracts management as well as in civil works and physical infrastructure development, including the related",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,0d1e16c874364354117d0d4f6c74d8c8eb3c0685,attributes,SoJ,ACCEPT,0.006775537589604934,regex + TF-IDF cosine (ranking)
AT-P2-0001270,2025-04-12T23:41:11Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,resolution 65/176 (https://documents,Resolution,—,paragraph 1,https://documents.un.org/doc/undoc/gen/n10/523/10/pdf/n1052310.pdf?token=YpwFrn88GVoLxo0p9e&fe=true),mandate,"UNOPS derives its mandate from the 2010 General Assembly resolution 65/176 (https://documents.un.org/doc/undoc/gen/n10/523/10/pdf/n1052310.pdf?token=YpwFrn88GVoLxo0p9e&fe=true) and Executive Board Decisions (https://www.unops.org/about/governance/executive-board/executive-board-documents) which reaffirmed the role of UNOPS as a central resource for the United Nations system in procurement and contracts management as well as in civil works and physical infrastructure development, including the related",Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: jurisdictional source located (paragraph 1); used to populate SoJ with traceable citation.,b5b35d5cba365bed19df1cfe621c569854d0cc87,attributes,SoJ,ACCEPT,0.006775537589604934,regex + TF-IDF cosine (ranking)
AT-P2-0001271,2025-04-13T09:17:43Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),STR,—,DO,IND_DO_OBJECTIVES,Substantiation/References,Foundational legal instrument,"agreements, undertaking research and analytical work, leading and coordinating United Nations system strategies and actions, strengthening the accountability of the United Nations system, and monitoring and reporting on system-wide compliance with gender balance (Paragraphs 5-6), and (5) Add value by providing capacity to meet the need for a strong voice for women and girls at the global, regional and local levels",Agreement,—,Paragraph 5,https://documents.un.org/doc/undoc/gen/n10/202/88/pdf/n1020288.pdf?token=g8uLB3qijkKMoS6hAv&fe=true,objective,"the Secretary-General A/64/588 on the Comprehensive Proposal for the Composite Entity for Gender Equality and the Empowerment of Women (https://documents.un.org/doc/undoc/gen/n10/202/88/pdf/n1020288.pdf?token=g8uLB3qijkKMoS6hAv&fe=true), the objectives of the UN-Women are to (1) Work for the elimination of discrimination against women and girls; the empowerment of women; and the achievement of equality between women and",Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,Re-tagged from STR candidate set: excerpt states institutional purpose/mandate language rather than an instrument or implementation mechanism; retained under DO.,721e640efe843cc84be7f50e0533ebd285cd1794,attributes,DO,RETAG,0.013218513582984542,regex + TF-IDF cosine (ranking)
AT-P2-0001272,2025-04-13T19:10:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Definition/Identification,Other/unclear,Dp Ops 2021 5 En,Unspecified (see source_title/source_uri),—,—,—,objective,Defined objectives: stated institutional purposes/goals expressed in founding and/or strategic texts.,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,e618c0529e3192762c52f27744a4444ba0010fb6,attributes,DO,ACCEPT,0.31680696694451327,regex + TF-IDF cosine (ranking)
AT-P2-0001273,2025-04-13T19:11:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Explanation/Elaboration,Other/unclear,Dp Ops 2021 5 En,Unspecified (see source_title/source_uri),—,—,—,objective,"According to the UNOPS strategic plan, 2022-2025 (https://digitallibrary.un.org/record/3932593/files/DP_OPS_2021_5-EN.pdf?ln=en), the UNOPS objectives are based on three contribution goals which reflect its purpose, vision and mission. These goals aim to (1) Supports countries in developing their capacity and resource base for the Sustainable Development Goals, by applying its technical expertise in quality",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,9f3c1a9ef416fdeef19cb3795a2a63159210ea99,attributes,DO,ACCEPT,0.08021831173001667,regex + TF-IDF cosine (ranking)
AT-P2-0001274,2025-04-13T19:11:59Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Entity for Gender Equality and the Empowerment of Women (UN-Women),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Strategic/operational material,Un Women Strategic Plan 2022 2025,Strategic/operational document,—,Section s,https://www.unwomen.org/en/un-women-strategic-plan-2022-2025,strategic plan,"Strategic Plan, revised annually by the Executive Board, establishes the organization’s vision, mission, strategic goals, core functions, and targets (https://www.unwomen.org/en/un-women-strategic-plan-2022-2025). This plan, applicable for 2022-2025 (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2021/UN-Women-Strategic-Plan-2022-2025-brochure-en.pdf), aligns with the 2030 Agenda for Sustainable Development and the Beijing Declaration and Platform for Action (https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/CSW/PFA_E_Final_WEB.pdf). Secondly, an integrated results and resources framework",Accept,Yes,Substantiates matrix value; citation anchors preserved.,Strategic/operational evidence: operational instrument referenced (Section s); coded as STR (data/knowledge services) for comparable scoring.,d12a3eac5636bf8ee54b6d05e6b15c23cb15b60e,attributes,STR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0001275,2025-04-13T19:12:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Office for Project Services (UNOPS),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Substantiation/References,Other/unclear,Dp Ops 2021 5 En,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),"https://digitallibrary.un.org/record/3932593/files/DP_OPS_2021_5-EN.pdf?ln=en),",objective,"According to the UNOPS strategic plan, 2022-2025 (https://digitallibrary.un.org/record/3932593/files/DP_OPS_2021_5-EN.pdf?ln=en), the UNOPS objectives are based on three contribution goals which reflect its purpose, vision and mission. These goals aim to (1) Supports countries in developing their capacity and resource base for the Sustainable Development Goals, by applying its technical expertise in quality",Accept,Yes,Relevant to indicator; retained after contextual read-through.,External portal evidence: institutional purpose articulated (Not specified (see narrative/citations in cell text)); coded under DO (distinct from STR).,58a105da9a2fe54569b2cb6a4b9b2984ef8475c9,attributes,DO,ACCEPT,0.08021831173001667,regex + TF-IDF cosine (ranking)
